date,rv_5min,bv_5min,rk_5min,jump_var,jump_ratio,cont_var,rv_5min_ann,bv_5min_ann,rk_5min_ann,J_stat,p_value,jump_detected,n_jump_bars,max_L_stat,jump_day_lm,jump_intensity
2015-02-06,4.167008189222268e-06,3.975314808413393e-06,3.666333138844394e-06,1.916933808088753e-07,0.046002629728938274,3.975314808413393e-06,0.0010500860636840116,0.001001779331720175,0.0009239159509887873,0.3314,0.740313,0,0,2.1764,0,0.0
2015-02-09,0.08268592691274441,0.07071235590948119,0.06731028602168397,0.011973571003263225,0.14480784639148703,0.07071235590948119,20.836853582011592,17.81951368918926,16.962192077464362,1.0433,0.296805,0,3,636.9114,1,0.038461538461538464
2015-02-10,0.00018217688873493256,0.00019355887321954488,0.00015647782835223072,0.0,0.0,0.00019355887321954488,0.045908575961203006,0.04877683605132531,0.03943241274476214,-0.4501,0.652611,0,0,3.222,0,0.0
2015-02-11,1.2593434264491511e-05,1.2122879738592352e-05,8.970204789463288e-06,4.7055452589915966e-07,0.0373650648942419,1.2122879738592352e-05,0.0031735454346518608,0.0030549656941252726,0.0022604916069447487,0.2692,0.78777,0,0,3.2753,0,0.0
2015-02-12,3.6040604154344005e-05,3.726572490043459e-05,4.112471674926475e-05,0.0,0.0,3.726572490043459e-05,0.00908223224689469,0.009390962674909516,0.010363428620814718,-0.2449,0.806526,0,0,4.211,0,0.0
2015-02-13,9.587622644943423e-06,9.332677167260792e-06,9.04043781535158e-06,2.5494547768263105e-07,0.026591101937662207,9.332677167260792e-06,0.0024160809065257426,0.00235183464614972,0.002278190329468598,0.1916,0.848069,0,0,2.3764,0,0.0
2015-02-17,1.4331750626864171e-06,1.3073769581198687e-06,1.3891493634110195e-06,1.257981045665484e-07,0.08777575054578159,1.3073769581198687e-06,0.0003611601157969771,0.00032945899344620695,0.00035006563957957695,0.6324,0.527122,0,0,3.4263,0,0.0
2015-02-18,2.2237025774757526e-08,2.179097661999354e-08,1.6610409292214465e-08,4.460491547639857e-10,0.020057947557120738,2.179097661999354e-08,5.603730495238897e-06,5.491326108238372e-06,4.185823141638045e-06,0.1445,0.885095,0,0,3.1381,0,0.0
2015-02-19,3.858308182852824e-07,3.633751454624323e-07,2.827018340449916e-07,2.2455672822850078e-08,0.05820067645703199,3.633751454624323e-07,9.722936620789116e-05,9.157053665653294e-05,7.124086217933788e-05,0.4193,0.67498,0,1,8.6962,1,0.01282051282051282
2015-02-20,1.096572914231214e-05,1.165099180273357e-05,1.027930499364705e-05,0.0,0.0,1.165099180273357e-05,0.0027633637438626594,0.00293604993428886,0.0025903848583990565,-0.4502,0.65254,0,0,3.8155,0,0.0
2015-02-23,6.138721824162918e-07,6.123601876283754e-07,6.655260480828515e-07,1.511994787916399e-09,0.0024630409524732345,6.123601876283754e-07,0.00015469578996890553,0.0001543147672823506,0.0001677125641168786,0.0177,0.985842,0,0,2.4415,0,0.0
2015-02-24,1.7081783558644775e-06,1.5296703230572867e-06,2.207017542782497e-06,1.7850803280719083e-07,0.10450192609712887,1.5296703230572867e-06,0.00043046094567784833,0.0003854769214104362,0.0005561684207811893,0.7529,0.451502,0,0,3.2297,0,0.0
2015-02-25,3.845048882764917e-07,3.6383800772082623e-07,5.561178213557439e-07,2.066688055566547e-08,0.05374919132786925,3.6383800772082623e-07,9.68952318456759e-05,9.168717794564821e-05,0.00014014169098164745,0.3873,0.69857,0,0,3.1016,0,0.0
2015-02-26,8.527674096019408e-06,7.439452612200079e-06,4.420054740210426e-06,1.0882214838193292e-06,0.1276105704739261,7.439452612200079e-06,0.002148973872196891,0.0018747420582744198,0.0011138537945330274,0.9194,0.357883,0,2,11.3388,1,0.02564102564102564
2015-02-27,1.3083186268339464e-05,1.1840362896026702e-05,1.698446508903152e-05,1.2428233723127617e-06,0.09499392975290666,1.1840362896026702e-05,0.0032969629396215447,0.0029837714497987287,0.0042800852024359425,0.6844,0.493716,0,0,3.6341,0,0.0
2015-03-02,3.53269099165284e-05,3.403600841466531e-05,2.208544796628159e-05,1.2909015018630919e-06,0.036541590203379985,3.403600841466531e-05,0.008902381298965157,0.008577074120495659,0.005565532887502961,0.2633,0.792339,0,0,3.7942,0,0.0
2015-03-03,5.785195989212909e-05,6.1125689630975e-05,3.841539345271536e-05,0.0,0.0,6.1125689630975e-05,0.014578693892816531,0.0154036737870057,0.00968067915008427,-0.4077,0.68349,0,0,2.5803,0,0.0
2015-03-04,1.4384260377327099e-05,1.3848234499447162e-05,1.3418786207773532e-05,5.36025877879937e-07,0.03726474817294664,1.3848234499447162e-05,0.003624833615086429,0.0034897550938606846,0.00338153412435893,0.2685,0.788326,0,0,3.9727,0,0.0
2015-03-05,3.1320778427497156e-07,2.730914839035973e-07,4.120026505022321e-07,4.011630037137428e-08,0.12808165794020474,2.730914839035973e-07,7.892836163729284e-05,6.881905394370651e-05,0.00010382466792656249,0.9228,0.356111,0,0,3.7123,0,0.0
2015-03-06,0.00045640778943097364,0.00045808919362957614,0.00040715584482408095,0.0,0.0,0.00045808919362957614,0.11501476293660536,0.11543847679465319,0.1026032728956684,-0.0265,0.978825,0,4,13.1246,1,0.05128205128205128
2015-03-09,2.4059805866543026e-05,2.4705808051441756e-05,1.5040539708345376e-05,0.0,0.0,2.4705808051441756e-05,0.006063071078368842,0.006225863628963322,0.0037902160065030346,-0.1934,0.846609,0,0,2.1642,0,0.0
2015-03-10,6.318429588483575e-05,5.921414433782222e-05,6.445887728032061e-05,3.970151547013536e-06,0.06283446588398095,5.921414433782222e-05,0.01592244256297861,0.014921964373131199,0.016243637074640795,0.4527,0.650758,0,0,3.1704,0,0.0
2015-03-11,1.6114029795321549e-06,1.6027454926489386e-06,1.6942049290489308e-06,8.657486883216248e-09,0.0053726359083026524,1.6027454926489386e-06,0.000406073550842103,0.00040389186414753253,0.0004269396421203305,0.0387,0.969123,0,0,2.4825,0,0.0
2015-03-12,0.0001258204826198007,0.00013679037249883679,0.00016482690661018067,0.0,0.0,0.00013679037249883679,0.031706761620189775,0.03447117386970687,0.04153638046576553,-0.6282,0.529898,0,2,6.0797,1,0.02564102564102564
2015-03-13,2.6026332165367987e-05,2.1634740157919126e-05,2.8280608958388584e-05,4.3915920074488605e-06,0.16873648621744936,2.1634740157919126e-05,0.006558635705672732,0.00545195451979562,0.007126713457513923,1.2157,0.224095,0,0,3.8171,0,0.0
2015-03-16,0.00012744034735616525,0.00012131904808461075,0.00018581062761399364,6.121299271554496e-06,0.048032662736034994,0.00012131904808461075,0.03211496753375364,0.03057240011732191,0.0468242781587264,0.3461,0.729294,0,0,3.6413,0,0.0
2015-03-17,3.415926187591984e-06,3.636091183374479e-06,3.936425116063978e-06,0.0,0.0,3.636091183374479e-06,0.00086081339927318,0.0009162949782103687,0.0009919791292481224,-0.4644,0.642385,0,0,2.8852,0,0.0
2015-03-18,0.014235936762765182,0.014126733507612359,0.014978640626859436,0.0001092032551528229,0.007670956745943029,0.014126733507612359,3.587456064216826,3.5599368439183143,3.774617437968578,0.0553,0.955925,0,4,52.9393,1,0.05128205128205128
2015-03-19,4.1394584304669126e-05,4.3862118311196216e-05,3.53660647946962e-05,0.0,0.0,4.3862118311196216e-05,0.01043143524477662,0.011053253814421446,0.008912248328263442,-0.4295,0.667576,0,0,3.9928,0,0.0
2015-03-20,0.002939516776088114,0.0033091500606018953,0.002314960187615583,0.0,0.0,0.0033091500606018953,0.7407582275742047,0.8339058152716776,0.5833699672791268,-0.906,0.364949,0,2,7.7534,1,0.02564102564102564
2015-03-23,3.029284288696103e-06,3.181676458853827e-06,3.385751291719418e-06,0.0,0.0,3.181676458853827e-06,0.0007633796407514179,0.0008017824676311644,0.0008532093255132934,-0.3624,0.717019,0,0,3.2083,0,0.0
2015-03-24,5.976686396810228e-06,5.8956726508966155e-06,7.723352942781838e-06,8.101374591361221e-08,0.01355495787797927,5.8956726508966155e-06,0.0015061249719961773,0.001485709508025947,0.0019462849415810232,0.0977,0.922202,0,0,2.9976,0,0.0
2015-03-25,0.0001831828266990716,0.000148245001208744,0.00015152602112619088,3.493782549032762e-05,0.1907265322256224,0.000148245001208744,0.04616207232816605,0.03735774030460349,0.038184557323800106,1.3741,0.169397,0,1,10.2649,1,0.01282051282051282
2015-03-26,9.959150566880325e-06,9.98253737792803e-06,1.2120589606720825e-05,0.0,0.0,9.98253737792803e-06,0.002509705942853842,0.0025155994192378635,0.003054388580893648,-0.0169,0.986501,0,0,2.9766,0,0.0
2015-03-27,0.00022367120925938688,0.0002567101787778045,0.00012010896887152752,0.0,0.0,0.0002567101787778045,0.05636514473336549,0.06469096505200674,0.030267460155624936,-1.0642,0.287222,0,1,6.0421,1,0.01282051282051282
2015-03-30,5.841432391890207e-05,5.777240425243796e-05,8.564417340707282e-05,6.419196664641136e-07,0.010989079602568466,5.777240425243796e-05,0.014720409627563321,0.014558645871614364,0.02158233169858235,0.0792,0.936894,0,0,4.5545,0,0.0
2015-03-31,3.785218804589236e-05,3.974983324811455e-05,4.085667569656032e-05,0.0,0.0,3.974983324811455e-05,0.009538751387564874,0.010016957978524867,0.0102958822755332,-0.3612,0.717952,0,0,3.5105,0,0.0
2015-04-01,4.501404425635227e-05,4.7695978868797735e-05,3.860048964001977e-05,0.0,0.0,4.7695978868797735e-05,0.011343539152600772,0.01201938667493703,0.009727323389284982,-0.4293,0.667734,0,0,4.3779,0,0.0
2015-04-02,4.0226343967380055e-05,3.5092204948859704e-05,3.973664754864978e-05,5.1341390185203505e-06,0.12763125813900505,3.5092204948859704e-05,0.010137038679779773,0.008843235647112646,0.010013635182259744,0.9196,0.357805,0,0,2.9302,0,0.0
2015-04-06,0.00013051658521679658,0.00011928251838093442,0.00011580798808846391,1.1234066835862157e-05,0.08607386357165087,0.00011928251838093442,0.03289017947463274,0.030059194631995474,0.029183612998292904,0.6201,0.535163,0,1,5.4453,1,0.01282051282051282
2015-04-07,3.4381684452982824e-06,3.03980446171938e-06,2.3431814508490613e-06,3.983639835789023e-07,0.1158651398416874,3.03980446171938e-06,0.0008664184482151671,0.0007660307243532837,0.0005904817256139635,0.8348,0.40384,0,0,3.2505,0,0.0
2015-04-08,0.0006545588555748493,0.0006623631641186993,0.0005646915207909314,0.0,0.0,0.0006623631641186993,0.16494883160486204,0.16691551735791224,0.14230226323931472,-0.0859,0.931544,0,2,17.643,1,0.02564102564102564
2015-04-09,7.821983824220029e-05,6.466730997507231e-05,7.742378964587905e-05,1.355252826712798e-05,0.17326203170993315,6.466730997507231e-05,0.019711399237034473,0.016296162113718222,0.01951079499076152,1.2483,0.211915,0,0,3.2615,0,0.0
2015-04-10,1.4998815844377716e-05,1.5545247179141336e-05,1.4133097369273048e-05,0.0,0.0,1.5545247179141336e-05,0.0037797015927831844,0.0039174022891436166,0.003561540537056808,-0.2625,0.79295,0,0,2.2248,0,0.0
2015-04-13,1.0674887073422155e-05,1.0341197914340938e-05,1.4653680479843196e-05,3.3368915908121695e-07,0.031259265369912484,1.0341197914340938e-05,0.0026900715425023833,0.0026059818744139165,0.0036927274809204855,0.2252,0.821811,0,0,3.0841,0,0.0
2015-04-14,4.020220537961916e-06,3.6018109708005276e-06,3.275300657702528e-06,4.1840956716138875e-07,0.10407624634872854,3.6018109708005276e-06,0.001013095575566403,0.000907656364641733,0.000825375765741037,0.7498,0.453347,0,0,2.7141,0,0.0
2015-04-15,0.00014333203509481364,0.00013867578684516403,0.00015480713647029622,4.6562482496496146e-06,0.0324857469168269,0.00013867578684516403,0.03611967284389304,0.03494629828498134,0.039011398390514644,0.2341,0.814944,0,1,4.6889,1,0.01282051282051282
2015-04-16,4.9928755721753824e-08,4.8208847350274745e-08,4.0444129806611e-08,1.7199083714790793e-09,0.034446560905759344,4.8208847350274745e-08,1.2582046441881964e-05,1.2148629532269236e-05,1.0191920711265973e-05,0.2482,0.803995,0,0,2.6753,0,0.0
2015-04-17,0.012642290624064561,0.01169277603123796,0.019544281204335493,0.0009495145928266006,0.07510621460830019,0.01169277603123796,3.1858572372642695,2.946579559871966,4.925158863492544,0.5411,0.588422,0,3,1336.9159,1,0.038461538461538464
2015-04-20,3.996305875839369e-05,4.0769459457851995e-05,4.5789053332983014e-05,0.0,0.0,4.0769459457851995e-05,0.01007069080711521,0.010273903783378703,0.01153884143991172,-0.1454,0.884409,0,0,2.4974,0,0.0
2015-04-21,5.87610884424245e-07,6.222493628904275e-07,4.4354030402277714e-07,0.0,0.0,6.222493628904275e-07,0.00014807794287490975,0.00015680683944838773,0.00011177215661373984,-0.4247,0.67105,0,0,2.5902,0,0.0
2015-04-22,3.606622012151997e-05,3.8260284772655045e-05,3.821007506697327e-05,0.0,0.0,3.8260284772655045e-05,0.009088687470623033,0.009641591762709071,0.009628938916877263,-0.4383,0.66117,0,0,3.9321,0,0.0
2015-04-23,5.090981220464431e-06,4.920183769598198e-06,7.6089195350433456e-06,1.7079745086623263e-07,0.03354901735458259,4.920183769598198e-06,0.0012829272675570365,0.001239886309938746,0.001917447722830923,0.2417,0.809002,0,0,2.3705,0,0.0
2015-04-24,9.82668125067432e-06,8.141160015057e-06,1.2752033833451681e-05,1.6855212356173204e-06,0.17152495548552593,8.141160015057e-06,0.0024763236751699285,0.002051572323794364,0.003213512526029824,1.2358,0.216533,0,1,5.0213,1,0.01282051282051282
2015-04-27,9.869202157712376e-05,8.902633393254455e-05,8.779121911186242e-05,9.665687644579214e-06,0.09793788182855283,8.902633393254455e-05,0.02487038943743519,0.022434636151001226,0.022123387216189328,0.7056,0.480424,0,1,12.4954,1,0.01282051282051282
2015-04-28,4.667228108839508e-06,4.301176458921399e-06,4.682315881396467e-06,3.6605164991810835e-07,0.07843018660147283,4.301176458921399e-06,0.001176141483427556,0.0010838964676481927,0.0011799436021119097,0.5651,0.572024,0,0,2.9028,0,0.0
2015-04-29,2.0794773098085327e-05,2.1694627169983545e-05,2.953627834315107e-05,0.0,0.0,2.1694627169983545e-05,0.005240282820717502,0.0054670460468358535,0.00744314214247407,-0.3118,0.755213,0,0,4.4682,0,0.0
2015-04-30,0.0005378066182709025,0.00048707024680546526,0.00050256222685741,5.073637146543725e-05,0.09433943288801445,0.00048707024680546526,0.13552726780426744,0.12274170219497725,0.12664568116806732,0.6797,0.496697,0,2,5.3633,1,0.02564102564102564
2015-05-01,0.0013122988693949319,0.001024323652754034,0.0013124976395658102,0.0002879752166408979,0.21944331671506564,0.001024323652754034,0.3306993150875228,0.25812956049401653,0.33074940517058415,1.581,0.113868,0,0,3.4103,0,0.0
2015-05-04,4.513579074463775e-05,4.9001599105144936e-05,3.638596977137219e-05,0.0,0.0,4.9001599105144936e-05,0.011374219267648714,0.012348402974496525,0.009169264382385793,-0.6171,0.537183,0,0,3.063,0,0.0
2015-05-05,0.00014442939948700707,0.00012393106063515814,0.0001565952929974024,2.049833885184893e-05,0.14192635836422357,0.00012393106063515814,0.03639620867072578,0.03123062728005985,0.0394620138353454,1.0225,0.306521,0,0,3.4506,0,0.0
2015-05-06,7.616234694716347e-05,7.741228024346256e-05,4.917760246081991e-05,0.0,0.0,7.741228024346256e-05,0.019192911430685196,0.019507894621352564,0.012392755820126616,-0.1182,0.905877,0,0,2.8541,0,0.0
2015-05-07,0.00012384747533171763,0.0001153931815654046,9.850799465138549e-05,8.45429376631303e-06,0.06826375487594709,0.0001153931815654046,0.031209563783592843,0.02907908175448196,0.024824014652149142,0.4918,0.622843,0,0,3.3333,0,0.0
2015-05-08,5.076229070921072e-05,4.5393838373770096e-05,5.999887809019047e-05,5.368452335440622e-06,0.10575669763283219,4.5393838373770096e-05,0.0127920972587211,0.011439247270190064,0.015119717278727999,0.762,0.446087,0,0,2.3041,0,0.0
2015-05-11,2.5039019840991567e-05,2.5760891930137923e-05,3.235994023944851e-05,0.0,0.0,2.5760891930137923e-05,0.006309832999929875,0.0064917447663947565,0.008154704940341024,-0.2077,0.835453,0,0,2.7955,0,0.0
2015-05-12,2.6908002115956536e-06,2.7864024434579854e-06,3.21141388404292e-06,0.0,0.0,2.7864024434579854e-06,0.0006780816533221047,0.0007021734157514123,0.0008092762987788158,-0.256,0.797966,0,0,3.705,0,0.0
2015-05-13,1.7713757232045282e-08,1.6277476527836618e-08,1.8200119491959395e-08,1.436280704208664e-09,0.08107820419974426,1.6277476527836618e-08,4.4638668224754115e-06,4.101924085014828e-06,4.586430111973767e-06,0.5842,0.559119,0,0,2.5076,0,0.0
2015-05-14,5.92321570400422e-05,6.820316229051846e-05,7.430703703228215e-05,0.0,0.0,6.820316229051846e-05,0.014926503574090635,0.01718719689721065,0.018725373332135104,-1.0912,0.275185,0,2,64.0938,1,0.02564102564102564
2015-05-15,7.766818295513433e-07,8.585416256623467e-07,4.882992025635018e-07,0.0,0.0,8.585416256623467e-07,0.00019572382104693852,0.00021635248966691135,0.00012305139904600246,-0.7594,0.447637,0,0,2.669,0,0.0
2015-05-18,4.202803659044493e-05,4.406028102683217e-05,5.2459236858821145e-05,0.0,0.0,4.406028102683217e-05,0.010591065220792123,0.011103190818761707,0.013219727688422929,-0.3484,0.727552,0,1,5.6342,1,0.01282051282051282
2015-05-19,3.484939067160911e-08,3.6220852044329975e-08,5.7808644769378996e-08,0.0,0.0,3.6220852044329975e-08,8.782046449245497e-06,9.127654715171154e-06,1.4567778481883508e-05,-0.2835,0.776772,0,0,2.4523,0,0.0
2015-05-20,3.5074739772533975e-07,3.063215468005089e-07,4.5835136869866974e-07,4.442585092483082e-08,0.12666016783808473,3.063215468005089e-07,8.838834422678562e-05,7.719302979372825e-05,0.00011550454491206477,0.9126,0.361474,0,1,6.5978,1,0.01282051282051282
2015-05-21,6.338314095460347e-05,6.118660130854546e-05,4.2511123152544884e-05,2.1965396460580142e-06,0.034654950485591716,6.118660130854546e-05,0.015972551520560076,0.015419023529753455,0.01071280303444131,0.2497,0.802834,0,2,21.405,1,0.02564102564102564
2015-05-22,2.0885960239137357e-05,2.2365471478823295e-05,2.205838262952048e-05,0.0,0.0,2.2365471478823295e-05,0.005263261980262614,0.00563609881266347,0.005558712422639161,-0.5104,0.609793,0,0,3.1408,0,0.0
2015-05-26,0.0004604228302104861,0.000524706352096862,0.0002351149233301875,0.0,0.0,0.000524706352096862,0.1160265532130425,0.1322260007284092,0.05924896067920725,-1.0059,0.314454,0,2,5.1534,1,0.02564102564102564
2015-05-27,0.0001019989079337033,9.760740764425429e-05,7.183188696207785e-05,4.391500289449007e-06,0.04305438494742499,9.760740764425429e-05,0.025703724799293233,0.02459706672635208,0.018101635514443618,0.3102,0.756411,0,0,3.2643,0,0.0
2015-05-28,1.1580775401969811e-05,1.273809179118182e-05,1.9026630417675894e-05,0.0,0.0,1.273809179118182e-05,0.0029183554012963925,0.0032099991313778186,0.004794710865254325,-0.72,0.471522,0,0,2.7474,0,0.0
2015-05-29,3.767070304203955e-05,4.0860503845147046e-05,3.164349351598114e-05,0.0,0.0,4.0860503845147046e-05,0.009493017166593967,0.010296846968977055,0.007974160366027248,-0.6101,0.541814,0,0,2.3663,0,0.0
2015-06-01,1.6095624809200979e-06,1.4525060874783576e-06,2.997276705266954e-06,1.5705639344174023e-07,0.09757701097440395,1.4525060874783576e-06,0.0004056097451918647,0.0003660315340445461,0.0007553137297272724,0.703,0.482042,0,0,2.3891,0,0.0
2015-06-02,1.4560957283530377e-06,1.2178063514954375e-06,1.3621355261674796e-06,2.3828937685760022e-07,0.16364941436763245,1.2178063514954375e-06,0.0003669361235449655,0.00030688720057685026,0.00034325815259420484,1.1791,0.238375,0,1,4.7373,1,0.01282051282051282
2015-06-03,4.49685114912182e-05,4.46570035943166e-05,5.1230038601760686e-05,3.115078969016032e-07,0.006927244857441901,4.46570035943166e-05,0.011332064895786987,0.011253564905767783,0.012909969727643692,0.0499,0.960195,0,0,4.1511,0,0.0
2015-06-04,0.0003895670734392479,0.00034362217582103186,0.00044533868741324204,4.594489761821605e-05,0.1179383490875101,0.00034362217582103186,0.09817090250669047,0.08659278830690002,0.112225349228137,0.8497,0.395481,0,1,5.7648,1,0.01282051282051282
2015-06-05,1.63060128784386e-05,1.5676511886777913e-05,9.369639131267477e-06,6.295009916606869e-07,0.03860544927494969,1.5676511886777913e-05,0.004109115245366527,0.0039504809954680345,0.002361149061079404,0.2781,0.780902,0,0,3.7141,0,0.0
2015-06-08,0.0004710781843941574,0.0004304641729772336,0.0005374751252623326,4.061401141692379e-05,0.0862150120217125,0.0004304641729772336,0.11871170246732766,0.10847697159026286,0.1354437315661078,0.6212,0.534494,0,2,10.9717,1,0.02564102564102564
2015-06-09,1.7248877679419333e-08,1.7188845909115836e-08,1.8291686629268097e-08,6.003177030349678e-11,0.0034801273040399655,1.7188845909115836e-08,4.346717175213672e-06,4.33158916909719e-06,4.609505030575561e-06,0.0251,0.979996,0,0,2.8644,0,0.0
2015-06-10,9.240672842325528e-05,8.96586008925757e-05,7.91546274056706e-05,2.7481275306795742e-06,0.02973947403865129,8.96586008925757e-05,0.02328649556266033,0.022593967424929078,0.01994696610622899,0.2143,0.830339,0,2,134.767,1,0.02564102564102564
2015-06-11,4.154902868252384e-05,4.036639104254983e-05,2.5274222767574084e-05,1.1826376399740144e-06,0.028463664470880525,4.036639104254983e-05,0.010470355227996008,0.010172330542722556,0.006369104137428669,0.2051,0.837514,0,1,4.8332,1,0.01282051282051282
2015-06-12,0.0032089236943272743,0.0035102925750590914,0.003343012661362351,0.0,0.0,0.0035102925750590914,0.8086487709704732,0.8845937289148911,0.8424391906633124,-0.6766,0.498632,0,2,10.4096,1,0.02564102564102564
2015-06-15,3.798188200663546e-05,3.592869179403464e-05,3.837211984731697e-05,2.0531902126008197e-06,0.05405709380554213,3.592869179403464e-05,0.009571434265672136,0.00905403033209673,0.009669774201523876,0.3895,0.696929,0,0,2.9383,0,0.0
2015-06-16,0.0002427096844272956,0.0002612365397906754,0.00016501629253472732,0.0,0.0,0.0002612365397906754,0.06116284047567849,0.0658316080272502,0.041584105718751284,-0.55,0.582343,0,2,5.2793,1,0.02564102564102564
